id	bank8k	prg_offset	file_offset	capacity	display_limit	original_hex	original_text	translation	ui_width	ui_lines	wrapped_preview	encoded_length
D0775	04	09961	09971	72		EA DA AE EC CC AE 8A AD 98 84 87 8A AD 85 AE FF 88 81 A3 87 95 FF 81 A6 B0 8B B1 81 0C BF B5 85 88 AE 91 9D 93 AE 9E 83 98 89 93 0A BF 89 AE 9D AD 95 AD 99 FF A7 B3 82 85 81 8C AE 9F 8F AE 93 81 82 89 93 92 AE 8B 8F	ロビヲズさんのおくさんが けいやくに いらっしゃいました。1かげつほどまえのことです。ごほんにんは りょうかいずみだということでした	Жена.Роббинса оформила полис месяц назад.Сказала муж согласен.	26	4	Жена.Роббинса оформила | полис месяц назад.Сказала | муж согласен.	62
D0776	04	099AC	099BC	6		9E 80 9E 80 0A 97	まあまあですね	Нормально.	26	4	Нормально.	10
D0777	04	099B5	099C5	35		80 AD 94 80 91 9E A7 95 99 FF 85 84 99 8F AE 8B 08 A5 BF 88 81 83 81 8B B1 98 B6 8D 81 98 80 91 9E A7 0A	あんなあつまりには かおはだしませんよ。けいえいしゃの2せいのあつまりです	Я не хожу туда.Клуб детей бизнесменов.	26	4	Я не хожу туда.Клуб детей | бизнесменов.	38
D0778	04	099DB	099EB	12		8E 82 81 82 FF 8B AE 88 AD 99 FF 06	そういう じけんは しりません	Не знаю такого дела.	26	4	Не знаю такого дела.	20
D0779	04	099F6	09A06	68		8E 82 81 83 99 AE FF 80 98 A5 A8 FF EA DA AE EC CC AE 8A AD AC FF 84 93 82 8A AD 98 9D 82 0A 85 AE FF 9F 85 88 0C A5 BF 86 B3 82 85 81 98 90 85 87 92 AE 8B 8F 97 BF 9B 8F A7 92 AE FF 80 A8 81 92 81 0C A5	そういえば あのよる ロビヲズさんを おとうさんのほうですが みかけましたよ。きょうかいのちかくでしたね。ふたりで あるいていましたよ	В ту ночь видел старшего.Роббинса у церкви.Он шёл с кем то.	26	4	В ту ночь видел | старшего.Роббинса у | церкви.Он шёл с кем то.	59
D0780	04	09A3D	09A4D	21		8B 99 81 95 AD 99 FF 05 98 89 93 AC 8B AE B0 93 9F 92 81 8F BF	しはいにんは J.B.のことをじっとみていた。	Управляющий пристально смотрел на J.B.	26	4	Управляющий пристально | смотрел на J.B.	35
D0781	04	09A56	09A66	11		86 A9 81 94 9C A3 8F AE B0 8F BF	きれいなへやだった。	Комната была чистой.	26	4	Комната была чистой.	20
D0782	04	09A6B	09A7B	5		86 A9 81 94 9C	きれいなへ	Чистая комната.	26	4	Чистая комната.	15
D0783	04	09A71	09A81	20		89 89 95 99 FF 9D 85 95 FF 9A 93 99 81 94 81 A5 82 8F AE BF	ここには ほかに ひとはいないようだ。	Здесь больше никого нет.	26	4	Здесь больше никого нет.	24
D0784	04	09A86	09A96	16		A5 AD 8F AE 9A 93 99 FF 05 98 9E 83 95 81 8F BF	よんだひとは J.B.のまえにいた。	Вызванный стоял перед J.B.	26	4	Вызванный стоял перед J.B.	23
D0785	04	09A97	09AA7	33		05 99 9E 8F AE FF 89 98 81 83 98 FF 85 8F 87 8E 82 8A 87 98 86 B3 85 AC 93 B0 92 81 94 85 B0 8F BF	J.B.はまだ このいえの かたくそうさくのきょかをとっていなかった。	У J.B. ещё нет ордера на обыск.	26	4	У J.B. ещё нет ордера на | обыск.	28
D0786	04	09AB9	09AC9	34		8E 82 8A 87 98 FF 86 B3 85 8B AE B3 82 AC 9F 8D A8 93 FF 8E 98 9A 93 99 8E 98 99 AE AC 99 94 A9 8F BF	そうさくの きょかじょうをみせると そのひとはそのばをはなれた。	J.B. показал ордер и человек вышел.	26	4	J.B. показал ордер и | человек вышел.	32
D0787	04	09ADC	09AEC	37		89 89 92 AE 99 FF 89 A9 81 8B AE B3 82 FF 92 85 AE 85 A7 99 9F 91 85 A7 8E 82 A2 94 81 A5 82 95 84 A2 83 8F BF	ここでは これいじょう てがかりはみつかりそうもないようにおもえた。	Похоже здесь больше нет улик.	26	4	Похоже здесь больше нет | улик.	29
D0788	04	09B02	09B12	31		8B AE 88 AD 98 85 81 88 91 95 FF A3 87 8F AE 90 8E 82 94 A2 98 99 FF 94 95 A2 94 85 B0 8F BF	じけんのかいけつに やくだちそうなものは なにもなかった。	Ничего полезного для дела не было.	26	4	Ничего полезного для дела | не было.	34
D0789	04	09B22	09B32	8		05 99 8E 89 95 81 8F BF	J.B.はそこにいた。	J.B. был здесь.	26	4	J.B. был здесь.	12
D0790	04	09B2B	09B3B	21		05 95 A5 99 AE A9 92 FF 81 83 98 9A 93 85 AE A3 B0 92 86 8F BF	J.B.によばれて いえのひとがやってきた。	На зов J.B. пришёл хозяин.	26	4	На зов J.B. пришёл хозяин.	23
D0791	04	09B41	09B51	30		05 85 AE 8E 82 8A AC 91 91 AE 88 A8 93 FF 8E 98 9A 93 99 FF 8E 98 99 AE AC 99 94 A9 8F BF	J.B.がそうさをつづけると そのひとは そのばをはなれた。	J.B. продолжил обыск.Человек вышел.	26	4	J.B. продолжил | обыск.Человек вышел.	32
D0792	04	09B60	09B70	20		05 95 A5 99 AE A9 92 FF 9D AD 95 AD 85 AE 80 A6 AB A9 8F BF	J.B.によばれて ほんにんがあらわれた。	На зов J.B. появился нужный человек.	26	4	На зов J.B. появился | нужный человек.	33
D0793	04	09B75	09B85	10		8F AE A9 A2 81 94 85 B0 8F BF	だれもいなかった。	Никого нет.	26	4	Никого нет.	11
D0794	04	09B80	09B90	12		05 99 8E 82 8A 95 92 AE 85 88 8F BF	J.B.はそうさにでかけた。	J.B. выехал на следствие.	26	4	J.B. выехал на следствие.	22
D0795	04	09B8D	09B9D	19		8F 81 9D 8A A9 92 81 92 FF 8F AE A9 A2 81 94 85 B0 8F BF	たいほされていて だれもいなかった。	Все арестованы.Здесь никого нет.	26	4	Все арестованы.Здесь | никого нет.	32
D0796	04	09BA1	09BB1	17		05 99 FF 0B BF EA DA AE EC CC AE 98 81 83 95 86 8F	J.B.は ビル。ロビヲズのいえにきた	J.B. пришёл в дом Билла Роббинса.	26	4	J.B. пришёл в дом Билла | Роббинса.	30
D0797	04	09BB3	09BC3	20		8B 99 AE 9B 99 FF 86 A9 81 95 FF 92 81 A9 8A A9 92 81 8F BF	しばふは きれいに ていれされていた。	Газон был ухожен.	26	4	Газон был ухожен.	17
D0798	04	09BC8	09BD8	10		05 99 FF 81 83 AC 92 AE 8F BF	J.B.は いえをでた。	J.B. вышел из дома.	26	4	J.B. вышел из дома.	16
D0799	04	09BD3	09BE3	13		80 80 FF 88 81 8A 91 98 85 8F 0A 97 BF	ああ けいさつのかたですね。	А вы из полиции.	26	4	А вы из полиции.	16
D0800	04	09BE1	09BF1	17		88 81 8B AE 8A AD 92 AE 8B 8F 85 FF 93 AE 82 8E AE	けいじさんでしたか どうぞ	Детектив.Проходите.	26	4	Детектив.Проходите.	19
D0801	04	09BF8	09C08	35		05 99 FF 9A 85 AE 81 8B B1 98 90 90 C3 D3 AE EB FC D3 AE BF EA DA AE EC CC AE 98 A3 8B 86 95 91 81 8F BF	J.B.は ひがいしゃのちちエドワード。ロビヲズのやしきについた。	J.B. прибыл в особняк Эдварда,отца жертвы.	26	4	J.B. прибыл в особняк | Эдварда,отца жертвы.	39
D0802	04	09C1C	09C2C	25		A3 8B 86 99 FF 9B 82 85 87 98 80 A8 FF A7 B0 99 AF 94 A2 98 8F AE B0 8F BF	やしきは ふうかくのある りっぱなものだった。	Особняк был солидным и роскошным.	26	4	Особняк был солидным и | роскошным.	33
D0803	04	09C36	09C46	11		05 99 FF A3 8B 86 AC 92 AE 8F BF	J.B.は やしきをでた。	J.B. вышел из особняка.	26	4	J.B. вышел из особняка.	20
D0804	04	09C42	09C52	12		9E 80 FF 88 81 8A 91 98 85 8F 0A 97	まあ けいさつのかたですね	О вы из полиции.	26	4	О вы из полиции.	16
D0805	04	09C4F	09C5F	13		94 AD 98 89 AE A5 82 92 AE 8B B3 82 85	なんのごようでしょうか	Что вам угодно?	26	4	Что вам угодно?	15
D0806	04	09C62	09C72	19		05 99 FF DD E8 D2 AE C1 EC C7 AE 98 81 83 95 91 81 8F BF	J.B.は ホルデイヲグのいえについた。	J.B. пришёл в дом Холдингов.	26	4	J.B. пришёл в дом | Холдингов.	25
D0807	04	09C76	09C86	20		8B 8C AE 85 94 FF 8B AE B2 82 8F 87 85 AE 81 8F AE B0 8F BF	しずかな じゅうたくがいだった。	Это был тихий жилой район.	26	4	Это был тихий жилой район.	26
D0808	04	09C8B	09C9B	10		05 99 FF 81 83 AC 92 AE 8F BF	J.B.は いえをでた。	J.B. вышел из дома.	26	4	J.B. вышел из дома.	16
D0809	04	09C96	09CA6	12		80 80 FF 88 81 8A 91 98 85 8F 0A 85	ああ けいさつのかたですか	А вы из полиции?	26	4	А вы из полиции?	16
D0810	04	09CA3	09CB3	10		94 95 85 89 AE A5 82 0A 85 FE	なにかごようですか？	Что вам нужно?	26	4	Что вам нужно?	14
D0811	04	09CB3	09CC3	16		05 99 FF E9 EC D2 AE E8 81 81 AD 95 91 81 8F BF	J.B.は レヲデルいいんについた。	J.B. прибыл в клинику Ренделла.	26	4	J.B. прибыл в клинику | Ренделла.	28
D0812	04	09CC4	09CD4	20		8B AA 81 8F 92 A2 98 99 FF 91 A1 8F 87 9A 85 B0 92 81 8F BF	しろいたてものは つめたくひかっていた。	Белое здание холодно блестело.	26	4	Белое здание холодно | блестело.	30
D0813	04	09CD9	09CE9	10		05 99 FF 8E 93 95 92 AE 8F BF	J.B.は そとにでた。	J.B. вышел наружу.	26	4	J.B. вышел наружу.	15
D0814	04	09CE4	09CF4	17		84 A3 FF D9 EA E8 D3 AE 88 81 8B AE 92 AE 8B 8F 85	おや ハロルドけいじでしたか	О,детектив Харолд.	26	4	О,детектив Харолд.	18
D0815	04	09CF6	09D06	8		94 AD 92 AE 8B B3 82 85	なんでしょうか	Что такое?	26	4	Что такое?	10
D0816	04	09D04	09D14	17		05 99 FF E9 EC D2 AE E8 81 8B 98 FF 81 83 95 86 8F	J.B.は レヲデルいしの いえにきた	J.B. пришёл в дом доктора Ренделла.	26	4	J.B. пришёл в дом доктора | Ренделла.	32
D0817	04	09D16	09D26	19		81 83 95 99 FF 80 84 81 87 A8 9E 85 AE 93 9E B0 92 81 8F	いえには あおいくるまがとまっていた	У дома стояла синяя машина.	26	4	У дома стояла синяя | машина.	27
D0818	04	09D2A	09D3A	13		05 99 FF E9 EC D2 AE E8 88 AC 92 AE 8F	J.B.は レヲデルけをでた	J.B. вышел из дома Ренделла.	26	4	J.B. вышел из дома | Ренделла.	25
D0819	04	09D38	09D48	18		93 AE 94 8F 0A 85 FE FF 88 81 8A 91 98 9A 93 0A 85 BF	どなたですか？ けいさつのひとですか。	Кто вы?Из полиции?	26	4	Кто вы?Из полиции?	18
D0820	04	09D4B	09D5B	9		94 AD 92 AE 8B B3 82 85 0D	なんでしょうか・・・	Что вам...	26	4	Что вам...	10
D0821	04	09D5A	09D6A	21		05 99 FF 8B AE B2 82 8F 87 85 AE 81 98 C0 D9 AF FC D3 95 86 8F	J.B.は じゅうたくがいのアパートにきた	J.B. пришёл к дому в жилом районе.	26	4	J.B. пришёл к дому в жилом | районе.	31
D0822	04	09D70	09D80	20		8B 8C AE 85 94 FF 8B AE B2 82 8F 87 85 AE 81 8F AE B0 8F BF	しずかな じゅうたくがいだった。	Это был тихий жилой район.	26	4	Это был тихий жилой район.	26
D0823	04	09D85	09D95	25		05 99 FF CC CF EC E7 FC BF D9 EB FC D3 AE 98 C0 D9 AF FC D3 AC 92 AE 8F BF	J.B.は スタヲリー。ハワードのアパートをでた。	J.B. вышел из квартиры Стэнли Ховарда.	26	4	J.B. вышел из квартиры | Стэнли Ховарда.	35
D0824	04	09D9F	09DAF	7		94 AD 98 A5 82 0A 85	なんのようですか	Что вам надо?	26	4	Что вам надо?	13
D0825	04	09DA7	09DB7	9		9E 8F FF 80 94 8F 0A 85 BF	また あなたですか。	Опять вы.	26	4	Опять вы.	9
D0826	04	09DB6	09DC6	18		05 99 FF D3 AE E6 F0 C7 AE CC D3 C0 FC 95 91 81 8F BF	J.B.は ドラッグストアーについた。	J.B. пришёл в аптеку.	26	4	J.B. пришёл в аптеку.	18
D0827	04	09DC9	09DD9	26		DA AE C5 AE FC CC AE BF CC D3 C0 FC 98 85 AD 99 AE AD 85 AE 92 AE 92 81 8F BF	ビガーズ。ストアーのかんばんがでていた。	На вывеске Биггерс Стор.	26	4	На вывеске Биггерс Стор.	24
D0828	04	09DE4	09DF4	10		05 99 FF 9F 8D AC 92 AE 8F BF	J.B.は みせをでた。	J.B. вышел из магазина.	26	4	J.B. вышел из магазина.	20
D0829	04	09DEF	09DFF	7		81 A6 B0 8B B1 81 BF	いらっしゃい。	Добро пожаловать.	26	4	Добро пожаловать.	17
D0830	04	09DF9	09E09	24		9F 8D 98 94 85 99 FF 8B B3 82 9A AD 92 AE 81 B0 99 AF 81 8F AE B0 8F BF	みせのなかは しょうひんでいっぱいだった。	Магазин был забит товарами.	26	4	Магазин был забит | товарами.	27
D0831	04	09E16	09E26	14		80 8F A6 8B 81 FF 88 81 8B AE 8A AD 0A 85	あたらしい けいじさんですか	Вы новый детектив?	26	4	Вы новый детектив?	18
D0832	04	09E25	09E35	8		9E 8F AE FF 94 95 85 FE	まだ なにか？	Ещё что?	26	4	Ещё что?	8
D0833	04	09E2E	09E3E	46		DB E9 F0 D3 AE BF EA DA AE EC CC AE 0A BF CB AE F1 D7 F0 D3 99 FF 8B AE B0 85 95 85 83 B0 92 81 A8 98 92 AE FF A8 8C 99 AE AD AC 8B 92 09	フレッド。ロビヲズです。ジャネットは じっかにかえっているので るすばんをしています	Я.Фред Роббинс Джанет у родителей а я смотрю за домом.	26	4	Я.Фред Роббинс Джанет у | родителей а я смотрю за | домом.	54
D0834	04	09E5D	09E6D	5		B7 B4 8A 81 0A	30さいです	30 лет.	26	4	30 лет.	7
D0835	04	09E63	09E73	36		ED 90 87 95 80 A8 F6 FB FB C5 EC D9 AF D5 FC F7 93 81 82 FF 88 8B B3 82 9A AD 85 81 8B B1 95 91 93 A1 92 09	Aちくにある「HHカヲパニー」という けしょうひんかいしゃにつとめています	Работаю в косметической фирме HH Компания,район A.	26	4	Работаю в косметической | фирме HH Компания,район A.	50
D0836	04	09E88	09E98	5		ED 85 AE 8F 0A	Aがたです	Группа A.	26	4	Группа A.	9
D0837	04	09E8E	09E9E	42		90 90 98 C3 D3 AE EB FC D3 AE 93 FF 80 95 98 0B FF 81 A2 82 93 98 C8 C1 D3 FF 85 8E AE 87 93 AE 82 8D AE AD 98 D9 AF E1 E6 0A	ちちのエドワードと あにのビル いもうとのケイト かぞくどうぜんのパメラです	Отец Эдвард брат Билл сестра Кейт и почти родная Памела.	26	4	Отец Эдвард брат Билл | сестра Кейт и почти родная | Памела.	56
D0838	04	09EB9	09EC9	4		D2 D5 CC 0A	テニスです	Теннис.	26	4	Теннис.	7
D0839	04	09EBE	09ECE	15		ED 86 B2 82 E6 C1 CD EC CC AC A2 B0 92 9E 8C	Aきゅうライセヲスをもってます	Есть лицензия класса A.	26	4	Есть лицензия класса A.	23
D0840	04	09ECE	09EDE	9		89 98 9E 90 98 82 9E A9 0A	このまちのうまれです	Родился здесь.	26	4	Родился здесь.	14
D0841	04	09ED8	09EE8	20		F6 DD EB C1 D3 DD FC C7 BF C7 E6 DB AE F7 95 99 81 B0 92 09	「ホワイトホーク。クラブ」にはいっています	Член Уайт Хок Клуб.	26	4	Член Уайт Хок Клуб.	19
D0842	04	09EED	09EFD	17		9E 8A 85 FF 80 95 85 AE 89 AA 8A A9 A8 94 AD 92 0D	まさか あにがころされるなんて・・・	Не верится что брата убили...	26	4	Не верится что брата | убили...	29
D0843	04	09F01	09F11	49		8B AE 88 AD 81 A6 81 FF EF 90 87 95 80 A8 8B AE B0 85 98 FF C6 F1 E7 EC D3 EC 88 95 85 83 B0 92 09 BF 85 94 A7 FF CB F3 F0 C7 AC 82 88 8F A5 82 0A	じけんいらい Cちくにあるじっかの キャリヲトヲけにかえっています。かなり ショックをうけたようです	После убийства Джанет уехала к родителям в район C.Она в шоке.	26	4	После убийства Джанет | уехала к родителям в район | C.Она в шоке.	62
D0844	04	09F33	09F43	20		85 98 8B AE B3 85 AE FF 99 AD 95 AD 8F AE 93 99 84 A2 83 08	かのじょが はんにんだとはおもえません	Не думаю,что она убийца.	26	4	Не думаю,что она убийца.	24
D0845	04	09F48	09F58	21		8B 89 AE 93 97 B0 8B AD 92 AE FF 88 AE AD 85 87 94 90 90 0A BF	しごとねっしんで げんかくなちちです。	Отец строгий и живёт работой.	26	4	Отец строгий и живёт | работой.	29
D0846	04	09F65	09F75	18		DD E8 D2 AE C1 EC C7 AE 88 95 FF 93 91 81 92 AE 09 BF	ホルデイヲグけに とついでいます。	Сестра вышла за Холдинга.	26	4	Сестра вышла за Холдинга.	25
D0847	04	09F7A	09F8A	18		91 93 A1 92 81 A8 FF 85 81 8B B1 98 8B B1 90 B3 82 0A	つとめている かいしゃのしゃちょうです	Он глава фирмы где я работаю.	26	4	Он глава фирмы где я | работаю.	29
D0848	04	09F8D	09F9D	23		8B B1 90 B3 82 85 AE 0B 85 A6 FF 85 97 AC 85 A7 92 81 8F 94 AD 92 0D	しゃちょうがビルから かねをかりていたなんて・・・	Не знал что шеф занимал у Билла...	26	4	Не знал что шеф занимал у | Билла...	34
D0849	04	09FA5	09FB5	12		8B B1 90 B3 82 98 84 87 8A AD 0A BF	しゃちょうのおくさんです。	Это жена шефа.	26	4	Это жена шефа.	14
D0850	04	09FB4	09FC4	33		85 AE 87 8D 81 8B AE 8F AE 81 85 A6 98 FF 91 86 80 81 0A BF 81 A2 82 93 93 FF 88 B0 89 AD 8B 92 09	がくせいじだいからの つきあいです。いもうとと けっこんしています	Мы знакомы со студенчества.Он женат на сестре.	26	4	Мы знакомы со | студенчества.Он женат на | сестре.	46
D0851	04	09FD8	09FE8	26		0B 93 CB AE F1 D7 F0 D3 98 88 B0 89 AD 95 FF 99 AD 8F 81 8F AE B0 8F 8E 82 0A	ビルとジャネットのけっこんに はんたいだったそうです	Говорят он был против брака Билла и Джанет.	26	4	Говорят он был против | брака Билла и Джанет.	43
D0852	05	0A000	0A010	14		95 AD 93 81 82 98 99 FF 9D AD 93 82 0A 85	にんというのは ほんとうですか	Правда он убийца?	26	4	Правда он убийца?	17
D0853	05	0A00F	0A01F	13		CB AE F1 D7 F0 D3 98 84 85 80 8A AD 0A	ジャネットのおかあさんです	Мать Джанет.	26	4	Мать Джанет.	12
D0854	05	0A01F	0A02F	12		CB AE F1 D7 F0 D3 98 84 93 82 93 0A	ジャネットのおとうとです	Брат Джанет.	26	4	Брат Джанет.	12
D0855	05	0A02E	0A03E	28		84 A3 8B AE 98 93 A2 8F AE 90 0A BF 9D AE 87 A3 0B 98 89 93 A2 FF A5 87 8B B0 92 09	おやじのともだちです。ぼくやビルのことも よくしっています	Друг отца.Хорошо знает меня и Билла.	26	4	Друг отца.Хорошо знает | меня и Билла.	36
D0856	05	0A04D	0A05D	25		E9 EC D2 AE E8 81 81 AD 98 85 AD 89 AE 9B 8A AD 0A FF CC D2 C6 94 9A 93 0A	レヲデルいいんのかんごふさんです ステキなひとです	Медсестра Ренделла.Очень милая.	26	4	Медсестра Ренделла.Очень | милая.	31
D0857	05	0A069	0A079	34		84 9B 87 AA 85 AE 94 87 94 B0 92 85 A6 FF 82 90 95 09 FF 99 99 84 A3 85 AE AB A7 98 A5 82 94 9A 93 0A	おふくろがなくなってから うちにいます ははおやがわりのようなひとです	После смерти матери она у нас.Она мне как мать.	26	4	После смерти матери она у | нас.Она мне как мать.	47
D0858	05	0A08E	0A09E	7		80 95 98 9A 8B B3 0A	あにのひしょです	Секретарь брата.	26	4	Секретарь брата.	16
D0859	05	0A0A0	0A0B0	11		84 A3 8B AE 98 93 A2 8F AE 90 0A	おやじのともだちです	Друг отца.	26	4	Друг отца.	10
D0860	05	0A0B3	0A0C3	8		86 81 8F 89 93 80 A7 08	きいたことありません	Не слышал.	26	4	Не слышал.	10
D0861	05	0A0BE	0A0CE	61		9A 93 A7 92 AE FF 83 81 85 AE AC 9F 0C BF 84 AB B0 8F 98 99 B5 B5 8B AE 87 AE A6 81 92 AE FF 8C 87 AE 81 83 95 85 83 A7 0C BF FF ED 90 87 98 F6 C5 AE CC E6 C1 D3 BF CB C0 CF FC F7 0A	ひとりで えいがをみました。おわったのは11じぐらいで すぐいえにかえりました。 Aちくの「ガスライト。シアター」です	Один ходил в кино.Кончилось около 11 и я сразу домой.Гаслайт Театр район A.	26	4	Один ходил в | кино.Кончилось около 11 и | я сразу домой.Гаслайт | Театр район A.	75
D0862	05	0A0FC	0A10C	44		8E 82 8F AE FF 83 81 85 AE 85 AE 84 AB B0 92 FF B5 8B AE 85 AD 9D 93 AE FF D3 AE E6 C1 DB AE 8B 0C BF AB 8C A9 92 81 0C FF 99 99 99	そうだ えいががおわって 1じかんほど ドライブしました。わすれていました ははは	Да,после кино час ездил на машине.Забыл.Ха-ха.	26	4	Да,после кино час ездил на | машине.Забыл.Ха-ха.	46
D0863	05	0A129	0A139	16		92 85 AE 9F 87 A6 81 FF 9F AD 94 85 86 9E 8C A5	てがみくらい みんなかきますよ	Все пишут письма.	26	4	Все пишут письма.	17
D0864	05	0A13A	0A14A	34		0D 8F 8B 85 95 92 85 AE 9F AC 85 86 0C BF 8E A9 85 AE FF 8B AE 88 AD 93 FF 85 AD 88 81 80 A8 AD 0A 85	・・・たしかにてがみをかきました。それが じけんと かんけいあるんですか	Да письмо писал.И что оно значит для дела?	26	4	Да письмо писал.И что оно | значит для дела?	42
D0865	05	0A15D	0A16D	20		CB AE F1 D7 F0 D3 98 A2 98 8B AE B1 94 81 92 AE 8B B3 82 85	ジャネットのものじゃないでしょうか	Наверно это Джанет.	26	4	Наверно это Джанет.	19
D0866	05	0A179	0A189	5		94 95 A2 06 A5	なにもしりませんよ	Ничего не знаю.	26	4	Ничего не знаю.	15
D0867	05	0A181	0A191	19		84 A3 8B AE 85 AE 93 B0 92 84 81 8F A2 98 92 AE 8B B3 82	おやじがとっておいたものでしょう	Наверно отец хранил.	26	4	Наверно отец хранил.	20
D0868	05	0A197	0A1A7	10		8D 81 97 AD 98 80 91 9E A7 0A	せいねんのあつまりです	Клуб молодых людей.	26	4	Клуб молодых людей.	19
D0869	05	0A1A4	0A1B4	4		8A 80 FF 06	さあ しりません	Не знаю.	26	4	Не знаю.	8
D0870	05	0A1AB	0A1BB	15		88 B0 89 AD 8B 8F 81 FF 9A 93 99 09 85 AE 0D	けっこんしたい ひとはいますが・・・	Есть девушка на которой хочу жениться...	26	4	Есть девушка на которой | хочу жениться...	40
D0871	05	0A1BD	0A1CD	13		80 85 81 DB C4 FC D3 AE 95 98 B0 92 09	あかいフオードにのっています	Езжу на красном Форде.	26	4	Езжу на красном Форде.	22
D0872	05	0A1CF	0A1DF	24		9C AE 91 95 80 A7 08 97 BF 0B 93 99 FF 90 85 89 AE AA FF 99 94 8B 92 08	べつにありませんね。ビルとは ちかごろ はなしてません	Ничего.Билл и я давно не говорили.	26	4	Ничего.Билл и я давно не | говорили.	34
D0873	05	0A1EA	0A1FA	9		89 AE 87 AA 82 8A 9E 0A BF	ごくろうさまです。	Удачи.	26	4	Удачи.	6
D0874	05	0A1F4	0A204	8		9E 8F AE FF 94 95 85 FE	まだ なにか？	Ещё что?	26	4	Ещё что?	8
D0875	05	0A1FD	0A20D	13		C8 C1 D3 BF DD E8 D2 AE C1 EC C7 AE 0A	ケイト。ホルデイヲグです	Кейт Холдинг.	26	4	Кейт Холдинг.	13
D0876	05	0A20B	0A21B	5		B6 B8 8A 81 0A	24さいです	24 года.	26	4	24 года.	8
D0877	05	0A211	0A221	10		8B 89 AE 93 99 8B 92 84 A7 08	しごとはしておりません	Не работаю.	26	4	Не работаю.	11
D0878	05	0A21C	0A22C	5		ED 85 AE 8F 0A	Aがたです	Группа A.	26	4	Группа A.	9
D0879	05	0A222	0A232	24		84 B0 93 98 DE C1 C7 93 FF 85 A9 98 A7 B3 82 8B AD 93 FF 87 A6 8B 92 09	おっとのマイクと かれのりょうしんと くらしています	Живу с мужем Майком и его родителями.	26	4	Живу с мужем Майком и его | родителями.	37
D0880	05	0A23B	0A24B	23		8B B2 88 AE 81 85 AE 8C 86 92 AE FF D9 AF F0 D0 EB FC C7 AC 8B 92 09	しゅげいがすきで パッチワークをしています	Люблю рукоделие.Делаю лоскутные вещи.	26	4	Люблю рукоделие.Делаю | лоскутные вещи.	37
D0881	05	0A253	0A263	16		88 B0 89 AD 9E 83 99 FF 9D 9D AE AC 8B 92 81 0C	けっこんまえは ほぼをしていました	До брака была моделью.	26	4	До брака была моделью.	22
D0882	05	0A264	0A274	9		89 98 9E 90 98 82 9E A9 0A	このまちのうまれです	Родилась здесь.	26	4	Родилась здесь.	15
D0883	05	0A26E	0A27E	16		F6 80 97 A2 97 C7 E6 DB AE F7 95 99 81 B0 92 09	「あねもねクラブ」にはいっています	Член клуба Анемона.	26	4	Член клуба Анемона.	19
D0884	05	0A27F	0A28F	41		80 95 85 AE 89 AA 8A A9 A8 94 AD 92 0D AB A8 87 81 82 9A 93 A2 FF 81 0C 85 AE FF 93 92 A2 A3 8A 8B 81 FF 80 95 92 AE 8B 8F	あにがころされるなんて・・・わるくいうひとも いましたが とてもやさしい あにでした	Не верится,что брата убили.Его ругали,но он был добрым.	26	4	Не верится,что брата | убили.Его ругали,но он был | добрым.	55
D0885	05	0A2AB	0A2BB	39		93 AE AD 94 95 FF CB F3 F0 C7 AC 82 88 92 81 A8 89 93 85 BF 8E 82 86 AE 98 93 86 FF 94 86 91 91 AE 88 92 81 0C 85 A6	どんなに ショックをうけていることか。そうぎのとき なきつづけていましたから	Джанет в страшном шоке.На похоронах всё время плакала.	26	4	Джанет в страшном шоке.На | похоронах всё время | плакала.	54
D0886	05	0A2D3	0A2E3	25		CB AE F1 D7 F0 D3 85 AE 99 AD 95 AD 8F AE 94 AD 92 FF 8B AD 8B AE A6 A9 08	ジャネットがはんにんだなんて しんじられません	Не верю что Джанет убийца.	26	4	Не верю что Джанет убийца.	26
D0887	05	0A2ED	0A2FD	44		85 AE AD 89 0A 85 AE FF 81 81 90 90 84 A3 0A BF FF 8F 8F AE FF 0B 93 99 FF FF 88 81 83 81 98 89 93 92 AE FF A2 A1 92 81 8F A5 82 0A	がんこですが いいちちおやです。 ただ ビルとは  けいえいのことで もめていたようです	Отец упрям,но хороший.Они с Биллом спорили о бизнесе.	26	4	Отец упрям,но хороший.Они | с Биллом спорили о | бизнесе.	53
D0888	05	0A31A	0A32A	23		81 87 A6 94 AD 92 AE A2 FF 90 90 85 AE 99 AD 95 AD 8F AE 94 AD 92 0D	いくらなんでも ちちがはんにんだなんて・・・	Не может быть,чтобы отец убийца...	26	4	Не может быть,чтобы отец | убийца...	34
D0889	05	0A332	0A342	32		FB FB C5 EC D9 AF D5 FC 95 91 93 A1 92 09 BF 90 85 90 AE 85 FF 88 B0 89 AD 8C A8 85 A2 8B A9 08	HHカヲパニーにつとめています。ちかぢか けっこんするかもしれません	Фред работает в HH Компания.Возможно скоро женится.	26	4	Фред работает в HH | Компания.Возможно скоро | женится.	51
D0890	05	0A353	0A363	48		DB E9 F0 D3 AE 85 AE CC FC CB AE FC 98 89 93 92 AE FF 0B 93 A2 A1 92 81 0C BF FF 92 AE A2 FF DB E9 F0 D3 AE 99 FF 99 AD 95 AD 92 AE 99 80 A7 08	フレッドがスージーのことで ビルともめていました。 でも フレッドは はんにんではありません	Фред ссорился с Биллом из-за Сьюзи.Но он не убийца.	26	4	Фред ссорился с Биллом | из-за Сьюзи.Но он не | убийца.	51
