id	ids	ptr	bank	cpu	len	class	reloc	reloc_reasons	incoming_f2	outgoing_f2	f2_targets	f_controls	raw	jp	jp_expanded
1025	1025	8852	C	8852	81	controlled	YES		0	1	DADB	F2	65 1A 2E 0F 00 AD 39 47 2E 45 2B 17 00 0F 60 AB 93 75 07 28 15 16 00 4B 2F 0B 2E 6C 70 62 65 AB 93 76 16 2F 01 23 00 17 27 0B 23 3E 60 21 01 07 C0 73 08 2E 4E 16 0B 00 05 0F 2D 60 01 2E 41 18 2A 50 00 17 1A 48 04 29 00 97 6C 41 3F F2 DB DA FF	シュン「なんと うらた・じんごろう と\n[F1:$02]まきこさんは しりあい だったんですね。\n[F1:$0A][FE][F9]シュン「まきこさんの いっかも うらたも、\n[F1:$02]むかしもんべつに すんでいた ことを\n[F1:$02]かんがえれば うなずける はなしですが。[F2:$DADB]	シュン「なんと うらた・じんごろう と\n[F1:$02]まきこさんは しりあい だったんですね。\n[F1:$0A][FE][F9]シュン「まきこさんの いっかも うらたも、\n[F1:$02]むかしもんべつに すんでいた ことを\n[F1:$02]かんがえれば うなずける はなしですが。\n[F1:$0A][FE][F9][F5:$11,$03]
1026	1026	88A3	C	88A3	35	plain	YES		0	0			65 AD 76 99 00 16 41 16 10 60 05 2A 0F 16 2F 0E 00 0E 41 01 28 73 1A 28 0A 17 1A 60 23 1E 75 7E 6A 3F FF	シュン「うらたの しゃしん いがいは\n[F1:$02]これといって てがかりに なりそうな\n[F1:$02]ものは ありません。	シュン「うらたの しゃしん いがいは\n[F1:$02]これといって てがかりに なりそうな\n[F1:$02]ものは ありません。
1027	1027	88C6	C	88C6	76	plain	YES		0	0			65 7D 28 69 3F E4 15 29 50 21 01 27 00 10 41 07 0E 60 23 2F 0E 25 03 05 0F 73 07 68 3F 62 65 05 2A 74 AD 73 0D 02 0D 04 2A 50 60 AB 93 0F 00 47 04 2E 0F 76 01 01 2C 28 23 60 10 2F 02 28 00 08 29 1E 7A 7F 01 0F 00 7C 16 68 3F FF	シュン「わかりました。アルバムから はがして\n[F1:$02]もってゆくことに します。\n[F1:$0A][FE][F9]シュン「これを うらたに つきつければ\n[F1:$02]まきこさんと じけんとの かかわりも\n[F1:$02]はっきり するのでは ないかと おもいます。	シュン「わかりました。アルバムから はがして\n[F1:$02]もってゆくことに します。\n[F1:$0A][FE][F9]シュン「これを うらたに つきつければ\n[F1:$02]まきこさんと じけんとの かかわりも\n[F1:$02]はっきり するのでは ないかと おもいます。
1028	1028	8912	C	8912	17	plain	YES		0	0			65 AD 00 76 99 1A 27 00 80 60 0E 73 16 2A 69 3F FF	シュン「うらた の しゃしんなら もう\n[F1:$02]てに いれました。	シュン「うらた の しゃしんなら もう\n[F1:$02]てに いれました。
1029	1029	8923	C	8923	44	controlled	YES		0	2	E94F,DADB	F2,F2	F2 4F E9 01 2E 28 1B 2E 3A AB 93 0F 00 16 23 17 0F 93 0F 72 60 23 17 94 28 76 8D 76 94 75 60 20 0B 05 0F 78 7F 1A 15 3F F2 DB DA FF	[F2:$E94F]かんりにん「まきこさんと いもうとさんと……。\n[F1:$02]もうひとりの おとこの ひとは \n[F1:$02]みたことが ないなあ。[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]かんりにん「まきこさんと いもうとさんと……。\n[F1:$02]もうひとりの おとこの ひとは \n[F1:$02]みたことが ないなあ。\n[F1:$0A][FE][F9][F5:$11,$03]
1030	1030	894F	C	894F	7	plain	YES		0	0			65 B9 76 BB 6C 3F FF	シュン「さっぽろの コロポックリです。	シュン「さっぽろの コロポックリです。
1031	1031	8956	C	8956	23	controlled	YES		0	2	ED5A,ED5F	F2,F2	F2 5A ED 13 16 00 16 27 2F 07 30 16 35 00 18 00 8F 93 36 F2 5F ED FF	[F2:$ED5A]へい いらっしゃい！ え けいじさん？[F2:$ED5F]	おとこ「[F0:$81]へい いらっしゃい！ え けいじさん？[F0:$82]
1032	1032	896D	C	896D	18	controlled	YES		0	2	ED5A,ED5F	F2,F2	F2 5A ED 15 00 05 1E 15 16 4B 76 8F 93 3F F2 5F ED FF	[F2:$ED5A]あ このあいだの けいじさん。[F2:$ED5F]	おとこ「[F0:$81]あ このあいだの けいじさん。[F0:$82]
1033	1033	897F	C	897F	18	plain	YES		0	0			65 45 03 00 12 0D 17 76 2B 50 0B 24 02 24 00 6C 3F FF	シュン「ごく ふつうの ろばたやきや です。	シュン「ごく ふつうの ろばたやきや です。
1034	1034	8991	C	8991	32	controlled	YES		0	2	ED5A,ED5F	F2,FB,F2	F2 5A ED A7 75 D4 FB 73 14 4F 00 1F 18 01 27 60 02 31 17 01 74 0F 2F 0E 16 68 41 3F F2 5F ED FF	[F2:$ED5A]ゲンさんは [GLYPH:$D4][FB:$73]ほど まえから\n[F1:$02]きゅうかを とっていますが。[F2:$ED5F]	おとこ「[F0:$81]ゲンさんは [GLYPH:$D4][FB:$73]ほど まえから\n[F1:$02]きゅうかを とっていますが。[F0:$82]
1035	1035	89B1	C	89B1	76	controlled	YES		0	5	ED5A,ED5F,ED5A,E88D,ED5F	F2,F2,F2,F2,F2	F2 5A ED 80 00 02 31 17 01 76 02 01 2E 10 60 0F 2F 03 73 08 42 0B 2E 6C 41 72 F2 5F ED 62 F2 5A ED 15 16 01 2C 27 48 00 1A 2E 76 2A 2E 27 03 23 60 10 16 2F 0E 00 7F 2E 6C 6F F2 8D E8 60 4F 17 07 0C 1F 2F 0B 1E 01 72 F2 5F ED FF	[F2:$ED5A]もう きゅうかの きかんは\n[F1:$02]とっくに すぎたんですが……。[F2:$ED5F]\n[F1:$0A][FE][F9][F2:$ED5A]あいかわらず なんの れんらくも\n[F1:$02]はいって ないんですよ。[F2:$E88D]\n[F1:$02]どうしちまったのか……。[F2:$ED5F]	おとこ「[F0:$81]もう きゅうかの きかんは\n[F1:$02]とっくに すぎたんですが……。[F0:$82]\n[F1:$0A][FE][F9]おとこ「[F0:$81]あいかわらず なんの れんらくも\n[F1:$02]はいって ないんですよ。いったい \n[F1:$02]どうしちまったのか……。[F0:$82]
1036	1036	B724	C	B724	95	controlled	YES		0	6	ED5A,ED5F,ED5A,ED5F,ED5A,ED5F	F2,F2,F2,F2,F2,F2	F2 5A ED 8F 93 35 00 1D 2E 1E 0B 22 60 17 0C 76 9D 50 2E 45 17 74 19 07 18 0F 02 6B 3F F2 5F ED 62 F2 5A ED D0 D1 D1 33 D2 D2 D2 33 D9 D6 D6 D9 41 60 05 1E B3 76 50 2E 45 17 6C 3F F2 5F ED 62 F2 5A ED 05 2E 4F 75 07 45 0F 47 30 1A 03 00 1E 20 73 02 0E 60 03 4B 06 16 70 F2 5F ED 62 FF	[F2:$ED5A]けいじさん！ ねんのため\n[F1:$02]うちの でんわばんごうを おしえときましょう。[F2:$ED5F]\n[F1:$0A][FE][F9][F2:$ED5A][GLYPH:$D0][GLYPH:$D1][GLYPH:$D1]ー[GLYPH:$D2][GLYPH:$D2][GLYPH:$D2]ー[GLYPH:$D9][GLYPH:$D6][GLYPH:$D6][GLYPH:$D9]が\n[F1:$02]このみせの ばんごうです。[F2:$ED5F]\n[F1:$0A][FE][F9][F2:$ED5A]こんどは しごとじゃなく のみに きて\n[F1:$02]くださいね。[F2:$ED5F]\n[F1:$0A][FE][F9]	おとこ「[F0:$81]けいじさん！ ねんのため\n[F1:$02]うちの でんわばんごうを おしえときましょう。[F0:$82]\n[F1:$0A][FE][F9]おとこ「[F0:$81][GLYPH:$D0][GLYPH:$D1][GLYPH:$D1]ー[GLYPH:$D2][GLYPH:$D2][GLYPH:$D2]ー[GLYPH:$D9][GLYPH:$D6][GLYPH:$D6][GLYPH:$D9]が\n[F1:$02]このみせの ばんごうです。[F0:$82]\n[F1:$0A][FE][F9]おとこ「[F0:$81]こんどは しごとじゃなく のみに きて\n[F1:$02]くださいね。[F0:$82]\n[F1:$0A][FE][F9]
1037	1037	89FD	C	89FD	121	controlled	YES		0	6	ED5A,ED5F,ED5A,ED5F,ED5A,ED5F	F2,F2,F2,F2,F2,F2	F2 5A ED 17 33 2E 3F 15 2E 1F 28 00 47 52 2E 76 05 0F 75 10 1A 06 7F 60 94 4B 01 27 00 1D 18 72 F2 5F ED 62 F2 5A ED 0B 07 77 19 03 93 1B 75 48 16 52 2E 00 21 01 07 1B 60 07 1A 2A 0B 0F 77 02 16 0B 05 0F 78 15 29 04 2A 4F 72 F2 5F ED 62 F2 5A ED 15 15 00 0A 17 16 18 50 00 21 08 22 78 12 0B 28 00 16 29 0F 01 60 02 16 0B 86 1A 00 02 23 08 29 1A 15 3F F2 5F ED FF	[F2:$ED5A]うーん。あんまり じぶんの ことは はなさない\n[F1:$02]ひとだから ねえ……。[F2:$ED5F]\n[F1:$0A][FE][F9][F2:$ED5A]たしか おくさんには ずいぶん むかしに\n[F1:$02]しなれたとか きいたことが あるけれど……。[F2:$ED5F]\n[F1:$0A][FE][F9][F2:$ED5A]ああ そういえば むすめが ふたり いるとか\n[F1:$02]きいたような きもするなあ。[F2:$ED5F]	おとこ「[F0:$81]うーん。あんまり じぶんの ことは はなさない\n[F1:$02]ひとだから ねえ……。[F0:$82]\n[F1:$0A][FE][F9]おとこ「[F0:$81]たしか おくさんには ずいぶん むかしに\n[F1:$02]しなれたとか きいたことが あるけれど……。[F0:$82]\n[F1:$0A][FE][F9]おとこ「[F0:$81]ああ そういえば むすめが ふたり いるとか\n[F1:$02]きいたような きもするなあ。[F0:$82]
1038	1038	8A76	C	8A76	79	controlled	YES		0	4	ED5A,ED5F,ED5A,ED5F	F2,FB,F2,F2,F2	F2 5A ED 0D 16 00 D1 07 31 17 01 2E 14 4F 1F 18 23 60 21 4B 2E 4E D1 FB 73 00 07 45 0F 2D 24 08 20 1F 07 0E 70 F2 5F ED 62 F2 5A ED 2C 04 2D 02 16 0B 27 00 1A 2E 4E 23 60 20 17 0C 1E 94 1E 19 0A 17 07 02 78 15 2F 0B 0F 01 3F F2 5F ED FF	[F2:$ED5A]つい [GLYPH:$D1]しゅうかんほどまえも\n[F1:$02]むだんで[GLYPH:$D1][FB:$73] しごとをやすみましてね。[F2:$ED5F]\n[F1:$0A][FE][F9][F2:$ED5A]わけをきいたら なんでも\n[F1:$02]みうちのひとのおそうしきが あったとか。[F2:$ED5F]	おとこ「[F0:$81]つい [GLYPH:$D1]しゅうかんほどまえも\n[F1:$02]むだんで[GLYPH:$D1][FB:$73] しごとをやすみましてね。[F0:$82]\n[F1:$0A][FE][F9]おとこ「[F0:$81]わけをきいたら なんでも\n[F1:$02]みうちのひとのおそうしきが あったとか。[F0:$82]
1039	1039	8AC5	C	8AC5	101	controlled	YES		0	6	ED5A,ED5F,ED5A,ED5F,ED5A,ED5F	F2,F2,F2,F2,F2,F2	F2 5A ED 15 15 3F 2A 16 76 02 32 17 10 03 47 32 17 73 AB 2F 0E 60 01 16 0E 00 7E 69 41 3E 15 2A 00 21 08 22 93 1E 60 1A 1F 18 4E 07 32 17 3F F2 5F ED 62 F2 5A ED 4E 00 21 08 22 93 00 4F 17 1A 28 69 36 F2 5F ED 62 F2 5A ED 18 00 8F 93 0B 0C 78 0B 08 04 0B 36 60 0A 28 30 15 00 26 01 2F 0B 3F F2 5F ED FF	[F2:$ED5A]ああ。れいの きょうはくじょうに まきこって\n[F1:$02]かいて ありましたが、あれ むすめさんの\n[F1:$02]なまえでしょう。[F2:$ED5F]\n[F1:$0A][FE][F9][F2:$ED5A]で むすめさん どうなりました？[F2:$ED5F]\n[F1:$0A][FE][F9][F2:$ED5A]え けいじさんたちが たすけた？\n[F1:$02]そりゃあ よかった。[F2:$ED5F]	おとこ「[F0:$81]ああ。れいの きょうはくじょうに まきこって\n[F1:$02]かいて ありましたが、あれ むすめさんの\n[F1:$02]なまえでしょう。[F0:$82]\n[F1:$0A][FE][F9]おとこ「[F0:$81]で むすめさん どうなりました？[F0:$82]\n[F1:$0A][FE][F9]おとこ「[F0:$81]え けいじさんたちが たすけた？\n[F1:$02]そりゃあ よかった。[F0:$82]
1040	1040	8B2A	C	8B2A	32	controlled	YES		0	2	ED5A,ED5F	F2,F2	F2 5A ED 16 24 33 00 21 08 22 93 78 0B 08 01 2F 0E 60 26 01 2F 0B 00 26 01 2F 0B 3F F2 5F ED FF	[F2:$ED5A]いやー むすめさんが たすかって\n[F1:$02]よかった よかった。[F2:$ED5F]	おとこ「[F0:$81]いやー むすめさんが たすかって\n[F1:$02]よかった よかった。[F0:$82]
1041	1041	8B4A	C	8B4A	41	plain	YES		0	0			65 A7 26 28 00 48 2F 0F 00 7D 16 0E 2E 16 2E 6C 3F 60 15 1F 28 00 A7 76 05 0F 73 0D 16 0E 60 03 2C 07 03 00 7F 86 6C 3F FF	シュン「ゲンさんより ずっと わかいてんいんです。\n[F1:$02]あまり ゲンさんの ことに ついて\n[F1:$02]くわしく ないようです。	シュン「ゲンさんより ずっと わかいてんいんです。\n[F1:$02]あまり ゲンさんの ことに ついて\n[F1:$02]くわしく ないようです。
1042	1042	8B73	C	8B73	52	controlled	YES		0	2	ED5A,ED5F	F2,F2	F2 5A ED A7 75 82 01 2F 0E 36 00 4B 01 27 60 02 31 17 01 0C 31 17 00 4B 2F 0E 00 16 2F 0E 29 4E 07 32 3F 60 07 0D 05 16 00 8F 93 00 4B 1A 15 3F F2 5F ED FF	[F2:$ED5A]ゲンさんは どこかって？ だから\n[F1:$02]きゅうかちゅう だって いってるでしょ。\n[F1:$02]しつこい けいじさん だなあ。[F2:$ED5F]	おとこ「[F0:$81]ゲンさんは どこかって？ だから\n[F1:$02]きゅうかちゅう だって いってるでしょ。\n[F1:$02]しつこい けいじさん だなあ。[F0:$82]
1043	1043	8BA7	C	8BA7	63	controlled	YES		0	4	ED5A,ED5F,ED5A,ED5F	F2,F2,F2,F2	F2 5A ED 18 18 3F 2C 0B 07 23 00 A7 1B 10 60 10 24 03 00 23 4F 2F 0E 02 0E 00 14 07 16 6C 6F F2 5F ED 62 F2 5A ED 94 4E 78 0B 28 1A 03 0E 00 24 08 20 23 60 0F 2A 24 07 1D 18 3F F2 5F ED FF	[F2:$ED5A]ええ。わたしも ゲンさんには\n[F1:$02]はやく もどってきて ほしいですよ。[F2:$ED5F]\n[F1:$0A][FE][F9][F2:$ED5A]ひとでが たりなくて やすみも\n[F1:$02]とれやしねえ。[F2:$ED5F]	おとこ「[F0:$81]ええ。わたしも ゲンさんには\n[F1:$02]はやく もどってきて ほしいですよ。[F0:$82]\n[F1:$0A][FE][F9]おとこ「[F0:$81]ひとでが たりなくて やすみも\n[F1:$02]とれやしねえ。[F0:$82]
1044	1044	8BE6	C	8BE6	12	plain	YES		0	0			65 07 27 53 2B 2F 0E 00 84 2D 36 FF	シュン「しらべろって なにを？	シュン「しらべろって なにを？
1045	1045	8BF2	C	8BF2	19	plain	YES		0	0			65 63 3F 0A 2E 1A 05 0F 00 07 0E 0E 00 16 16 2E 6C 71 FF	シュン「ボス。そんなこと してて いいんですか？	シュン「ボス。そんなこと してて いいんですか？
1046	1046	8C05	C	8C05	33	plain	YES		0	0			65 63 00 02 2E 21 0C 31 17 00 6C 6F 60 80 00 08 43 1B 4B 2F 09 2E 00 07 0B 41 29 2E 4B 01 27 3F FF	シュン「ボス きんむちゅう ですよ。\n[F1:$02]もう すぐにだっせん したがるんだから。	シュン「ボス きんむちゅう ですよ。\n[F1:$02]もう すぐにだっせん したがるんだから。
1047	1047	8C26	C	8C26	36	controlled	YES		0	2	E94F,DADB	F2,F2	F2 4F E9 19 0F 05 3A 19 2F 36 00 A7 47 30 7F 76 05 2A 3F 60 18 00 0C 41 17 1E 36 00 13 18 33 3F F2 DB DA FF	[F2:$E94F]おとこ「おっ？ ゲンさんじゃないの これ。\n[F1:$02]え ちがうの？ へえー。[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]おとこ「おっ？ ゲンさんじゃないの これ。\n[F1:$02]え ちがうの？ へえー。\n[F1:$0A][FE][F9][F5:$11,$03]
1048	1048	8C4A	C	8C4A	26	controlled	YES		0	2	E94F,DADB	F2,F2	F2 4F E9 19 0F 05 3A 07 27 1D 18 1A 15 00 4B 2A 4B 16 00 05 2A 36 F2 DB DA FF	[F2:$E94F]おとこ「しらねえなあ だれだい これ？[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]おとこ「しらねえなあ だれだい これ？\n[F1:$0A][FE][F9][F5:$11,$03]
1049	1049	8C64	C	8C64	54	controlled	YES		0	3	E94F,ED5A,ED5F	F2,F2,F2	F2 4F E9 F2 5A ED 8F 93 00 B3 1E 1A 01 4E 00 0A 2E 1A 23 2E 60 4B 06 7F 4E 00 03 4B 06 16 26 3F 02 30 03 41 60 84 01 0F 00 7C 17 47 30 00 7F 6C 01 3F F2 5F ED FF	[F2:$E94F][F2:$ED5A]けいじさん みせのなかで そんなもん\n[F1:$02]ださないで くださいよ。きゃくが\n[F1:$02]なにかと おもうじゃ ないですか。[F2:$ED5F]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]おとこ「[F0:$81]けいじさん みせのなかで そんなもん\n[F1:$02]ださないで くださいよ。きゃくが\n[F1:$02]なにかと おもうじゃ ないですか。[F0:$82]
1050	1050	8C9A	C	8C9A	20	plain	YES		0	0			65 1A 2E 4F 23 00 B3 0B 2F 0E 00 07 32 17 41 7F 60 6C 6F FF	シュン「なんども みせたって しょうがない\n[F1:$02]ですよ。	シュン「なんども みせたって しょうがない\n[F1:$02]ですよ。
1051	1051	8CAE	C	8CAE	22	plain	YES		0	0			65 01 16 23 1E 76 0F 0C 31 17 87 60 19 50 93 0B 0C 78 16 68 3F FF	シュン「かいものの とちゅうらしい\n[F1:$02]おばさんたちが います。	シュン「かいものの とちゅうらしい\n[F1:$02]おばさんたちが います。
1052	1052	8CC4	C	8CC4	82	controlled	YES		0	4	EDDA,EDE1,EDDA,EDE1	F2,F2,F2,F2	F2 DA ED 15 2E 0B 27 00 01 2E 05 17 02 30 03 01 1D 36 F2 E1 ED 62 F2 DA ED 05 05 16 27 13 2E 75 24 1F 1E 17 18 76 0E 2E 54 17 4B 16 60 16 41 16 1B 75 0B 16 07 0E 00 20 29 23 2E 00 1D 33 04 4F 3F 60 3D 3D 18 00 8F 93 36 00 13 18 33 3F F2 E1 ED FF	[F2:$EDDA]あんたら かんこうきゃくかね？[F2:$EDE1]\n[F1:$0A][FE][F9][F2:$EDDA]ここいらへんは やまのうえの てんぼうだい\n[F1:$02]いがいには たいして みるもん ねーけど。\n[F1:$02]……え けいじさん？ へえー。[F2:$EDE1]	おばさん「[F0:$81]あんたら かんこうきゃくかね？[F0:$82]\n[F1:$0A][FE][F9]おばさん「[F0:$81]ここいらへんは やまのうえの てんぼうだい\n[F1:$02]いがいには たいして みるもん ねーけど。\n[F1:$02]……え けいじさん？ へえー。[F0:$82]
1053	1053	8D16	C	8D16	12	plain	YES		0	0			65 19 50 93 73 84 74 02 02 68 71 FF	シュン「おばさんに なにを ききますか？	シュン「おばさんに なにを ききますか？
1054	1054,1055	8D22	C	8D22	19	controlled	YES		0	2	EDDA,EDE1	F2,F2	F2 DA ED 0A 2E 1A 94 75 07 27 2E 6C 1E 17 3F F2 E1 ED FF	[F2:$EDDA]そんなひとは しらんですのう。[F2:$EDE1]	おばさん「[F0:$81]そんなひとは しらんですのう。[F0:$82]
1056	1056	8D7B	C	8D7B	42	controlled	YES		0	2	EDDA,EDE1	F2,F2	F2 DA ED A9 36 00 4F 2F 01 4E 00 02 16 0B 60 86 1A 00 1A 1F 18 47 30 41 72 60 24 2F 55 28 00 07 27 2E 6C 1E 17 3F F2 E1 ED FF	[F2:$EDDA]おくむら？ どっかで きいた\n[F1:$02]ような なまえじゃが……。\n[F1:$02]やっぱり しらんですのう。[F2:$EDE1]	おばさん「[F0:$81]おくむら？ どっかで きいた\n[F1:$02]ような なまえじゃが……。\n[F1:$02]やっぱり しらんですのう。[F0:$82]
1057	1057	8DA5	C	8DA5	47	controlled	YES		0	2	EDDA,EDE1	F2,F2	F2 DA ED A5 1D 18 72 21 01 07 00 2C 07 76 07 28 15 16 1B 60 A5 2F 0E 94 78 16 0B 04 4F 60 0B 52 2E 00 01 2E 04 16 7F 47 30 2B 3F F2 E1 ED FF	[F2:$EDDA]いいじまねえ……。むかし わしの しりあいに\n[F1:$02]いいじまってひとが いたけど\n[F1:$02]たぶん かんけいないじゃろ。[F2:$EDE1]	おばさん「[F0:$81]いいじまねえ……。むかし わしの しりあいに\n[F1:$02]いいじまってひとが いたけど\n[F1:$02]たぶん かんけいないじゃろ。[F0:$82]
1059	1059	8DD4	C	8DD4	98	controlled	YES		0	4	EDDA,EDE1,EDDA,EDE1	F2,F2,F2,F2	F2 DA ED 19 19 00 15 1E 94 75 21 01 07 00 05 05 4E 60 07 2E 52 2E 02 07 30 74 24 2F 0E 16 0B 2E 47 30 3F 60 09 2E 45 00 1F 23 1A 03 76 05 0F 01 1E 17 72 F2 E1 ED 62 F2 DA ED 2C 07 76 15 05 41 2A 76 94 47 30 2F 0B 3F 4B 01 27 60 19 54 18 0C 32 29 2E 6F 15 2A 00 10 48 01 E1 08 33 3F F2 E1 ED FF	[F2:$EDDA]おお あのひとは むかし ここで\n[F1:$02]しんぶんきしゃを やっていたんじゃ。\n[F1:$02]せんご まもなくの ことかのう……。[F2:$EDE1]\n[F1:$0A][FE][F9][F2:$EDDA]わしの あこがれの ひとじゃった。だから\n[F1:$02]おぼえちょるんよ。あれ はずかスー。[F2:$EDE1]	おばさん「[F0:$81]おお あのひとは むかし ここで\n[F1:$02]しんぶんきしゃを やっていたんじゃ。\n[F1:$02]せんご まもなくの ことかのう……。[F0:$82]\n[F1:$0A][FE][F9]おばさん「[F0:$81]わしの あこがれの ひとじゃった。だから\n[F1:$02]おぼえちょるんよ。あれ はずかスー。[F0:$82]
1060	1060	8E36	C	8E36	36	controlled	YES		0	2	EDDA,EDE1	F2,F2	F2 DA ED 80 00 15 1E 94 1E 05 0F 75 02 01 2E 4E 03 4B 06 2A 3F 60 15 33 00 10 48 01 E1 08 33 3F F2 E1 ED FF	[F2:$EDDA]もう あのひとのことは きかんでくだされ。\n[F1:$02]あー はずかスー。[F2:$EDE1]	おばさん「[F0:$81]もう あのひとのことは きかんでくだされ。\n[F1:$02]あー はずかスー。[F0:$82]
1061	1061	8E5A	C	8E5A	87	controlled	YES		0	2	EDDA,EDE1	F2,F2	65 88 07 27 53 06 09 0E 00 23 27 16 68 6F 62 F2 DA ED 05 28 30 35 00 84 08 29 4B 35 60 05 76 E5 45 2E 0B 03 2A 41 2F 3F F2 E1 ED 62 65 19 2C 2F 00 16 0E 0E 0E 0E 33 2F 3F 60 63 E1 2F 3F 54 03 74 15 1F 28 00 11 4F 16 22 1B 60 15 2C 09 7F 4E 00 03 4B 06 16 6F FF	シュン「ちょっと しらべさせて もらいますよ。\n[F1:$0A][FE][F9][F2:$EDDA]こりゃ！ なにするだ！\n[F1:$02]この ゴンタクレがっ。[F2:$EDE1]\n[F1:$0A][FE][F9]シュン「おわっ いててててーっ。\n[F1:$02]ボスッ。ぼくを あまり ひどいめに\n[F1:$02]あわせないで くださいよ。	シュン「ちょっと しらべさせて もらいますよ。\n[F1:$0A][FE][F9]おばさん「[F0:$81]こりゃ！ なにするだ！\n[F1:$02]この ゴンタクレがっ。[F0:$82]\n[F1:$0A][FE][F9]シュン「おわっ いててててーっ。\n[F1:$02]ボスッ。ぼくを あまり ひどいめに\n[F1:$02]あわせないで くださいよ。
1062	1062	8EB1	C	8EB1	23	controlled	YES		0	2	E94F,DADB	F2,F2	F2 4F E9 19 50 93 3A 05 2E 1A 94 75 07 27 2E 6C 1E 17 3F F2 DB DA FF	[F2:$E94F]おばさん「こんなひとは しらんですのう。[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]おばさん「こんなひとは しらんですのう。\n[F1:$0A][FE][F9][F5:$11,$03]
1063	1063	8EC8	C	8EC8	30	controlled	YES		0	2	E94F,DADB	F2,F2	F2 4F E9 19 50 93 3A 17 33 2E 3F 82 01 4E 00 20 0B 86 1A 60 02 23 08 29 41 72 F2 DB DA FF	[F2:$E94F]おばさん「うーん。どこかで みたような\n[F1:$02]きもするが……。[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]おばさん「うーん。どこかで みたような\n[F1:$02]きもするが……。\n[F1:$0A][FE][F9][F5:$11,$03]
1064	1064	8EE6	C	8EE6	52	controlled	YES		0	2	E94F,DADB	F2,F2	F2 4F E9 19 50 93 3A 82 01 4E 20 0B 00 01 19 47 30 1E 17 72 60 19 19 2F 00 0F 07 75 0F 2F 0E 16 29 78 A5 93 1B 60 82 0F 1E 33 1B 0E 29 1E 33 3F F2 DB DA FF	[F2:$E94F]おばさん「どこかでみた かおじゃのう……。\n[F1:$02]おおっ としは とっているが いいじまさんに\n[F1:$02]どことのーにてるのー。[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]おばさん「どこかでみた かおじゃのう……。\n[F1:$02]おおっ としは とっているが いいじまさんに\n[F1:$02]どことのーにてるのー。\n[F1:$0A][FE][F9][F5:$11,$03]
1065	1065	8F1A	C	8F1A	28	controlled	YES		0	2	E94F,DADB	F2,F2	F2 4F E9 19 50 93 3A 24 22 0E 03 4B 06 2A 00 19 33 10 48 01 E1 08 33 3F F2 DB DA FF	[F2:$E94F]おばさん「やめてくだされ おーはずかスー。[F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]おばさん「やめてくだされ おーはずかスー。\n[F1:$0A][FE][F9][F5:$11,$03]
1066	1066	8F36	C	8F36	10	controlled	YES		0	3	E94F,EBD2,DADB	F2,F2,F2	F2 4F E9 F2 D2 EB F2 DB DA FF	[F2:$E94F][F2:$EBD2][F2:$DADB]	シュン「[F0:$A1]ちょっと これをみてくれますか？[F0:$A2]\n[F1:$0A][FE][F9]おばさん「[F0:$81]これが どうかしただか？[F0:$82]\n[F1:$0A][FE][F9][F5:$11,$03]
1067	1067	8F40	C	8F40	49	controlled	YES		0	2	EE0C,EE13	F8,F2,F2	65 A9 76 16 18 6C 3F F8 F2 0C EE 26 17 00 19 16 4E 1A 08 2F 0B 3F 1F 15 00 15 41 28 1A 06 2A 3F F2 13 EE 62 65 7A 19 05 0F 50 73 15 1F 18 0E 72 FF	シュン「おくむらの いえです。\n[F2:$EE0C]よう おいでなすった。まあ あがりなされ。[F2:$EE13]\n[F1:$0A][FE][F9]シュン「では おことばに あまえて……。	シュン「おくむらの いえです。\nおばば「[F0:$81]よう おいでなすった。まあ あがりなされ。[F0:$82]\n[F1:$0A][FE][F9]シュン「では おことばに あまえて……。
